,text,reason,label,clean_text
1776,it will not load after i logged in.,unable to load after login,1.0,it will not load after i log in
1777,video quality is not clear.,video quality is not clear,1.0,video quality be not clear
1778,please make a double speed function!,want double speed function,1.0,please make a double speed function
1779,though the subscription is quite pricey,subscription plans are expensive,1.0,though the subscription be quite pricey
1780,i want to subscribe,want to use subscription,1.0,i want to subscribe
1781,i enjoy the variety that hulu has to offer.,app has very good content,1.0,i enjoy the variety that hulu have to offer
1782,i hope to increase the double speed playback function,want double speed playback,1.0,i hope to increase the double speed playback function
1783,but it no longer works with my ipad.,unable to use on ipad,1.0,but it no longer work with my ipad
1784,one of the best apps to keep up with past and current sports events,good app for sports,1.0,one of the best apps to keep up with past and current sport events
1785,I am not able to sign up for hulu,unable to sign up for hulu,1.0,i be not able to sign up for hulu
1786,i love all the shows available on hulu,hulu has good content,1.0,i love all the show available on hulu
1787,i want to cancel my account,want to close account,1.0,i want to cancel my account
1788,this is amazing app for live streaming,app is good for watching live streaming,1.0,this be amaze app for live stream
1789,app fails to work offline despite being up to date.,unable to access the app without internet connection,1.0,app fail to work offline despite be up to date
1790,i have major problem with buffering of this app,app has buffering issue,1.0,i have major problem with buffer of this app
1791,the app sucks on android.,android app is bad,1.0,the app suck on android
1792,this is a really good family app,app has good content for whole family,1.0,this be a really good family app
1793,i sign in with the correct password and it tells me it is wrong.,getting incorrect password error,1.0,i sign in with the correct password and it tell me it be wrong
1794,the subtitles are really too small to read.,subtitles are too small,1.0,the subtitle be really too small to read
1795,I have been having a lot of problems recently with hulu.,facing frequent issues with hulu,1.0,i have be have a lot of problems recently with hulu
1796,not working on any of my devices now.,unable to work on any device,1.0,not work on any of my devices now
1797,always has loading problems,app has frequent loading issues,1.0,always have load problems
1798,i can not subscribe from the app.,unable to subscribe on app,1.0,i can not subscribe from the app
1799,i think hulu is very expensive.,hulu subscription is expensive,1.0,i think hulu be very expensive
1800,I am paying for a service that i can not use.,unable to use the service,1.0,i be pay for a service that i can not use
1801,the app constantly freezes.,"app crashes, freezes and buffers frequently",1.0,the app constantly freeze
